[1:00:01] OpieTelford: ซื้อแล้วไม่ใช่หราาาา
[1:00:03] keng418: เอาาาาลถงงง
[1:00:04] phethahe: สวยจริง
[1:00:04] THE271: กล่าวถึงลุง
[1:00:05] sixdriver22: ของมันคู่กันลุง5555
[1:00:05] nanoregency: ต้องป๋าโจ
[1:00:07] praewa__: เห็นแล้วนีกถึงพี่แว่น
[1:00:08] dasosa_itty: ซิง
[1:00:08] AloneZ_3012: สวยเกินนนน
[1:00:09] charlotte20005: ซิง
[1:00:09] WaTzTeeRaWaT: วีสเป็คเน้อ💙💙💙
[1:00:09] i_kuyy: gtt แปลง gtr ก็สวยล่ะ ขับชิวๆ
[1:00:09] svjboyd: จริงๆ
[1:00:10] nongoat9140: ลุงไม่สนเล่น อีโว มั้งหรอครับบบบบบบบบ
[1:00:11] preamo_o: ซิง
[1:00:11] 1sert23: ผมมีทะเบียน35นะครับลุง
[1:00:12] hamdamnahkap: ไอดล
[1:00:14] sirayuhbeat: 5555++
[1:00:14] dabkumfew: จริง
[1:00:15] wiraphat_2208: ซิง
[1:00:15] piriyapat_: อันบนฮาๆ
[3:08:08] F24N: โห
[3:08:08] vcrxo: โห
[3:08:09] asura799: อะไรวะนะ
[3:08:09] iPhoney_: โห
[3:08:09] hibari1412: ลงมายังกะมด
[3:08:09] talza0098: ซ ม
[3:08:10] reegambler: โห
[3:08:10] Iostindasauce: หือออเ
[3:08:10] stxvenssr_: ซอมบี้
[3:08:10] 2ezy_007: ซอมบี้้
[3:08:10] realteam_zk: ซอมบี้
[3:08:10] tonetone2000: โดดรุ่ม
[3:08:10] bamxbie: ฝูงซอมบี้
[3:08:10] Apologizezi: นินจาา
[3:08:11] wutyougod: อย่างกับซอมบี้
[3:08:11] apichanafk: ฝูงซอมบี้ 5555555
[3:08:11] MewExplosivE: หือ
[3:08:11] martinmarjai: โห ละเยอะจังอ่ะ5555
[3:08:11] adcbtz: ซอมบี้
[3:08:11] LoliTourlunglee: ออกลึ่มๆ
[3:08:11] moiut246: คลั่ง55
[3:08:11] fah_fj: โหหหหหำ
[3:08:11] sayhigh_xc: ลึ่มๆ
[3:08:11] Kim_SolAp: นึกว่าฮีโร่
[3:08:11] jom_1808: หมดเวลาเทดแล้ว
[3:08:12] bigbosss034: ลุงกินยาด้วยนะ
[3:08:12] YouBlacklist123: ฝูงซอมบี้
[3:08:12] zatons: ซอมบี้
[3:08:12] meetang_: โห ฝูงมด
[3:08:12] hibibee: โค้ะ
[3:08:13] uturn2549: ฝูงมด
[3:08:13] YXKiv: 55555555
[3:08:13] shippy488: เหมือนแมลง55555
[3:08:13] babyjack001: ซอมบี้5555
[3:08:13] VAGoDWtK: ลึ่มๆ
[3:08:13] ofufuxx92: ซอมบี้
[3:08:13] MIckEY_SmiTH1: ผึ่งดตกรังงง!
[3:08:13] b0000ken: โครตเท่ห์
[3:08:13] mynameistang46: ซอบบี้
[3:08:13] ItA_TH: อย่างกับนินจา
[3:08:13] Badsupreme: นินจา555555
[3:08:13] shadsmr: นึกว่าซอบบี้
[3:08:13] bullettimez: ซอมบี้
[3:08:14] ice95_tv: rebirthztvTueng rebirthztvTueng
[3:08:14] iceprat: ซอมบี้ชัดๆ
[3:08:14] berbboobae_: เยอะจัด
[3:08:14] khobeone: มดแตกรัง
[3:08:15] Jaramess: ผึ้งแตกลัง
[3:08:15] o1tin_o: ซอมบี้้
[3:08:15] ZumZamTV: ลึ่มๆ
[3:08:15] poramet5500: เหมือนซ้อมบี้
[3:08:15] Versus_PPSP: เยอะจริง
[3:08:15] phutthiphatchaiso: ฉากซอมบี้เลย555
[3:08:15] sinsirawit: ซอมบี้
[3:08:16] bomza0235: ซอมบี้
[3:08:16] nathan_qnx: ซอมบี้ลง
[3:08:16] kodeykung: ซอมบี้บุก
[3:08:16] hotterdog: ผึ้งเเตกรัง
[3:08:16] tang_3357: โดนอะ
[3:08:17] superadam26: น่ากลัว555
[3:08:17] ga_nathaniel: เยอะจิง
[3:08:17] itoonnz: ซอมบี้ป้ะเนี้ยย
[3:08:17] thanakornpimpa: มดชัดๆ
[3:08:17] mauco_0: เหมือนมดเลย
[3:08:17] doo2y: ซอมบี้
[3:08:17] film_got: โหๆ
[3:08:17] thanawat633: ซอมบี้
[3:08:17] Aekky001: 5555 ซอมบี้
[3:08:17] taeztea: Spiderเเมน
[3:08:17] Kekeopop: ซอมบี้
[3:08:17] jaomiu: ซอมบื้ออ
[3:08:17] kaijeaworange: แชทไม่มีสิทธิ์ด่าใครนะครับ ลุงทำได้คนเดียว
[3:08:18] cyraxax: โห ซอมบี้บุก
[3:08:18] golfsteepp: แผนโรยตัวว่ะ
[3:08:18] prakit1511: ระเบิดๆ
[3:08:18] tomkai1234: เหมือนดูหนังซอมบี้
[3:08:19] kr1itpxk0rn04: หมดแตกลังชัดๆ
[3:08:19] bbaskkwp: ซ้อมบี้
[3:08:20] nopphadon_o_: โคตรเยอะ5555
[3:08:20] sunji_6: โคตรเยอะ
[3:08:20] r15th91: ยังกะ wold war z
[3:08:20] bbfrmdao: ผึ้งแตกรัง
[3:08:20] pooh123zaz: ซอมบี้
[3:08:21] newwasz: Ape  โดดลงมาโคตรใช่555555555
[3:08:21] suphachaijanta: ไรวะนั่น
[3:08:21] heldnik: โดดลงมาเป็นซอมบี้เลย
[3:08:21] karikyosan: ซอมบี้
[3:08:21] BABYFLUKEKY420: รังมดแตก
[3:08:21] CWKboAT: ซอมบี้
[3:08:21] narukami223: มายั่งกะฝูงซอมบี้ 55555
[3:08:21] minggoooooo: ฝูงมดชัดๆ
[3:08:22] Biwty047: โห5555
[3:08:22] kibzee_2002: อย่าด่าต้าวเต๋อยน่ะค่ะ
[3:08:22] STKSGLE: 5555555
[3:08:22] zennazzz: ฝูงซอมบี้ตริงง
[3:08:22] gdeyujkoog: rebirthztvTueng rebirthztvTueng
[3:08:22] solokill999: นึกว่าฝูงกีกี้
[3:08:22] itmethorfhun: เทรดไม่ได้ป่ะ มันเที่ยงคืนแล้ว
[3:08:22] WaTzTeeRaWaT: ชุดงงจัด555
[3:08:23] kaewnam_mm: มดแตกลัง
[3:08:23] golf_199x: มาอย่างกับฝูงซอมบี้ 55555
[3:08:23] geegyboizzz: โหห โดดมาอย่างน่ากลัวอะ55
[3:08:23] pho_pee: โห
[3:08:24] patcaridas: ซอมบี้ชัดๆ
[3:08:24] friendteem: ฝูงซอมบี้
[3:08:24] AUMMMMMMM_: ผึ้งแตกลัง
[3:08:25] aut115: เหมือนซอมบี้
[3:08:25] THIPPLEX: ให้คนในแก๊งเขาพูดพอครับแชทไม่ได้มีสิทธ์ไปว่าเขานะ
[3:08:25] touch0311: เยอะจัด
[3:08:25] latthapon_m: ซอมบี้อะ55
[3:08:25] rungsimun_: ผีมา
[3:08:25] newpoolp: ซอมบี้
[3:08:26] waveza66: ฝูงซอมบี้
[3:08:26] pupbusy: วอซี
[3:08:26] Chanin_Th: ซอมบี้คลั้ง
[3:08:27] sunisa_x: ลุงไปแหย่รังมดแดงป่ะเนี่ย555
[3:08:27] teerapat_ko: ซอมบี้555
[3:08:27] PeeKruBz: 5555555
[3:08:27] junior_heaven: โห
[3:08:27] lnwpp: World warz จัด
[3:08:28] ナッ: หนังง war z ชัดๆ
[3:08:28] poomtkirk: โคตรหนังซอมบี้
[3:08:28] jaoname88: ลงมาอย่างกะ ซอมบี้
[3:08:28] fasdytmll: เยอะจังว่ะ
[3:08:30] dabkumfew: ซอมบี้
[3:08:30] spicy27xd: 55555
[3:08:30] hatari_cj: โครตเหมือนซอมบี้
[3:08:30] bunchape: นึกว่าซอมบี้
[3:08:31] mark_eiei5555: ฝูงซอมบี้
[3:08:31] aummlc: อย่างเยอะะะะ
[3:08:32] multimew: 555555
[3:08:32] BabyTable_: เทรดไม่ได้แล้วเลยเที่ยงคืน/
[3:08:33] SicKBoY_TH: มดออกจากรัง
[3:08:33] pattamon2648: ซอมบี้ๆๆ
[3:08:33] Veersento: ไปละจู
[3:08:33] dx_mac: 55
[3:08:33] shellb1e: 5555555555
[3:08:34] LeOn_MMIII: ไหลไม่หยุด5555555
[3:08:34] RINDA_X: 555555
[3:08:34] rachanon3: ซอมบี้มา
[3:08:34] mxjdkdbdsnsksn: หายตัววว
[3:08:34] kingcobdar: ลึ้ม
[3:08:35] M_0270: WarZ
[3:08:36] Pongsatorn3110: เป็นล้าน
[3:08:37] 0796521554: เหมือนชอมบี้
[3:08:37] tian_q: ออหอ.
[3:08:37] waterdoraemon: ภาพวอซีจัด
[3:08:38] xxvip123: เยอะเกิ้น555ไหวชิว
[3:08:38] arshiwynternelboy: 55555555555555555555
[3:08:38] naruebet45: 555555
[3:08:38] tonzaazaa88: สวย
[3:08:38] peemai_twr: ฝูงซอมบี้อ่ะ แบบหิวโซอ่ะ
[3:08:39] bank_2306: ม่ายยยย
[3:08:40] pastelyesss: ซอมบี้จริง
[3:08:40] jameworrawit: เยอะจัด
[3:08:41] nutpenkai: 5555555555555
[3:08:41] sharkienook: กลิ้งซะ
[3:08:41] peerakan_not: ฝูงซอมบี้
[3:08:41] pipe629872: นึกว่าซอมบี้
[3:08:42] noppanat_kakham: ยังไม่หมด555
[3:08:43] jeon_than: ตอนกระโดดลงคือฝูงออกจากรังมดจัดๆ5555
[3:08:43] peepoe14: 555+
[3:08:43] adin_bt: 555555555
[3:08:43] tateep: กว่าจะลงมาหมด5555
[3:08:43] zazxice: 34
[3:08:44] oak13055: 5555555
[3:08:44] ryuu_gi: วิ่งยาวว
[3:08:44] jojobrosdp: มาได้ก็มา
[3:08:45] sleepxonly: ยิงชิล
[3:08:45] teerapat_beck: รถ
[3:08:46] i_am_wedday: ละกลิ้งลงเขาด้วย
[3:08:46] psychosisXD3o5: ไม่ได้เล่น
[3:08:46] 2ezy_007: 34
[3:08:47] babyjayjo: เหงา
[3:08:47] osaka883: รถ
[3:08:48] tonkaew29: รถอ่ะๆ
[3:08:48] poramet5500: รถละ
[3:08:48] apisit441: แก็งไรคับ
[3:08:49] nanon56: ขึ้นไง
[3:08:49] lucifer_max666: หลุดป่ะ
[3:08:50] faradayr: วิ่งยาว 5555
[3:08:51] champr35: เหมือนหนังซอมบี้้
[3:08:51] januarywish: ตายม้ายยย
[3:08:51] saibee1995: เดียวติดตลกจัด
[3:08:52] alongkorn_gun: เยอะจัดเลย
[3:08:53] sendarcy: ล็อครถยังอ่ะ
[3:08:53] kanorrr000: เล่นน้อยคอยนาน
[3:08:53] nine_shinobi: เหมือนมดอ้ะ
[3:08:53] vcrxo: ลณอคยังงะ
[3:08:54] sakatatop: มุดยอดด
[3:08:54] dearknc: ไม่ได้เล่น
[3:08:54] axqyz: ม่ายยยยยยยยยยยย
[3:08:55] YXKiv: รถหลุดแน่เลย
[3:08:55] jaomiu: กดล๊อคทันป่าวน้าบ
[3:08:55] ggk95452: นานจัด
[3:08:56] KaTiiT: เง้อ ไหล
[3:08:56] wademclusky: รถหลุดมั้ยหนิ
[3:08:56] yeen_06: แชทอย่าสั่ง
[3:08:56] shibuya1598: ขึ้นได้ๆ
[3:08:56] poneglyphzz: กะไว้แล้วน่าจะกินยาก่อน
[3:08:56] patcaridas: ต้องรอด555555
[3:08:56] xxsakuroxx: Gg 34
[3:08:57] nontakan00: รถไว้ก่อนแชท
[3:08:57] tehyouno11: ลุงใช้ฮาคิหน่อยยอยากเห้น
[3:08:58] BABYFLUKEKY420: ผมว่าเกิน45คนอะ
[3:08:58] golf_199x: กดยามาแล้วด้วย ซวยจัด 55555
[3:09:00] Rocket_bunNY: 5555
[3:09:00] EAST_BOO: ฮอมาอย่างเร็ว
[3:09:00] taopeach789: ฮอมาแล้ว
[3:09:01] meekunn1142: แม่นจัดมือปืน
[3:09:01] siqsicq10: 5555
[3:09:02] LoliTourlunglee: เอารถได้แต่ระวังเด้อ
[3:09:03] jkrowling48: สวย
[3:09:04] o1tin_o: 5555555555
[3:09:04] Veersento: 55555
[3:09:04] wutyougod: มึนนานเกิน
[3:09:04] four55555555: รถ
[3:09:05] PeeKruBz: 5555555
[3:09:05] mxjdkdbdsnsksn: 5555555555
[3:09:05] tiwly_55: 34
[3:09:05] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[3:09:05] kodeykung: เอ้า5555
[3:09:05] Apologizezi: สวย5555
[3:09:06] davidannmdh: รถหลุด
[3:09:07] martinmarjai: 55555555
[3:09:07] MewExplosivE: สวยดิ
[3:09:07] tomkai1234: อ้าว
[3:09:08] kawoathhhhhhhhh: 555555
[3:09:10] gao_ph: 70คนเอาไรมาก5555
[3:09:11] TENLOWWELL: ปล่อยเหอะรถอะ ลุงเอาสุดถ้ารถหลุด
[3:09:12] dinoxd03: ไหลลงมาอย่างไกล
[3:09:12] kingcobdar: รถหลุดแน่
[3:09:12] lucifer12_56: ดีนะไม่ตายอะ55555
[3:09:13] tang_3357: บัคป่ะ
[3:09:13] karamaittez: นานจ๊าดด
[3:09:13] stepg0d: หาตัวหลุดได้นะ มันไม่น่ามีบัตรเยอะ
[3:09:14] Toonz_Kn: บัคไหมนิ 5555 มึนนานจัด
[3:09:14] panithi16888xd: อย่าพึ่งกดดันดิแชท
[3:09:14] hatari_cj: มึนนานไป
[3:09:15] godjeemumu: ลุงไม่ชอบกินก่อนอ่ะต้องโดนยิงค่อยกิน
[3:09:15] fluke_ooo: นานไปปัะ
[3:09:15] tiv138: บัค
[3:09:17] ttmo12123: rebirthztvCritical
[3:09:17] sunfooooooo: นานจังอะ
[3:09:18] dekwenkitar: มึนนานจังอะ
[3:09:19] Gencomex: ส้ม55555
[3:09:21] pollawat_18: หลุด=กับอะไรรร
[3:09:22] popularjubjub: บัค
[3:09:23] sajokdd22: นานโพด
[3:09:23] sleepxonly: ไม่หาย
[3:09:23] Exnaii_: นานเกิน
[3:09:24] GeN_ZLive: บัค
[3:09:24] ntw_p: นานไปป่าววว 555
[3:09:24] PHATTARAWUT54: มันบัค
[3:09:25] soneer1: บัคปะนะิ
[3:09:25] 2ezy_007: บัค
[3:09:25] babyjack001: นานจังลุง
[3:09:26] Paonaja_: มึนนานจัง
[3:09:26] jaomiu: นานมากกก
[3:09:26] YXKiv: ปวดหัววว
[3:09:26] wrkchlkh: นานแบบนี้+5 บ่หนิ
[3:09:26] origiiiiiii: บัคป่าว
[3:09:26] jirxwat_: มึนนานโพด
[3:09:26] sendarcy: มึนนานจังอ่ะ
[3:09:26] betsnakub: ปืนไรวะเนี้ย
[3:09:26] KaTiiT: มึนหัวจุง
[3:09:27] fasdytmll: นานแปลกๆ
[3:09:27] NTSNAPFOTO: บัคปะเนี่ย
[3:09:27] faradayr: มึนนานจัด
[3:09:27] RINDA_X: มึนนานแท้
[3:09:28] heldnik: บัคละลุงจนกว่ายาจะหมด
[3:09:28] aonzza2125: มันนานเกิน
[3:09:28] fah_fj: นานนจัดดด
[3:09:28] AUMMMMMMM_: บัคป่ะมึนอะ
[3:09:28] arshiwynternelboy: บัคละ5555555555
[3:09:28] guy_2565: ไม่ใช่ละ
[3:09:29] leesaw7895: ตัวบัคปะลุง
[3:09:29] somebadyluv: บัคละ
[3:09:29] jameborn009: บัคอีกกก
[3:09:29] axqyz: ม่่ายยยยยยยยยยยยยยยย
[3:09:30] sharkienook: โดนไรวะนะ นานจัด
[3:09:30] tbnooppp: แดงเถือก
[3:09:30] prakit1511: บวก5แน่เลยปืนนี้
[3:09:31] ballg07: นานเกิน
[3:09:31] no_name_ku_: บัคป่ะเนียนานจัด
[3:09:31] blueopuz: นานไปล่ะ
[3:09:31] Khainuy_z: ภาพไม่หายจริงดิ 55
[3:09:31] windowsxe: บัคละ
[3:09:32] hibari1412: แยกไม่ออก55555
[3:09:32] moiut246: มึนเลยงานนี้มองไรไม่เห็น
[3:09:32] nk_film: ลูกกระสุน 40 ดีกรี
[3:09:32] willwhyme: บัคและแบบนี้
[3:09:33] wichan29: บัคปะเนี้ย
[3:09:33] geegyboizzz: บัคชัวละ
[3:09:34] kr1itpxk0rn04: บัคแล้วลุง
[3:09:34] kibzee_2002: นานเกิ้น
[3:09:35] benz232545: บัคละมั้ง
[3:09:35] waniba_maw: ไรอะ
[3:09:35] YouBlacklist123: นานเกินไปละ
[3:09:35] jikjaks: ลุงนานไปป
[3:09:35] 42OOG_: นานเกิน
[3:09:35] alif0900: ไม่บัค
[3:09:35] 009got: นานจัด
[3:09:35] ninew_karun12: บัคครับ
[3:09:36] peemai_twr: นานจัดเลย
[3:09:36] VAGoDWtK: จอส้มบักป้ะหนิ
[3:09:37] PhaiLinn_: ภาพบัค
[3:09:37] organic420v2: นานเกิ้นนนน
[3:09:37] kittiponchakthaisong: !uptime
[3:09:37] itmethorfhun: บัคยาเทซอร์
[3:09:37] MIckEY_SmiTH1: นานไปบางที
[3:09:37] THIPPLEX: อันนี้บัคครับไม่ได้นาน
[3:09:37] Nightbot: Stream uptime 3 hours, 9 minutes, 46 seconds
[3:09:37] bigbear_r: มึนนานไปป่าวลุง
[3:09:38] happy_2_see_u: นานจัดอ่ะ
[3:09:39] LoliTourlunglee: บัค
[3:09:39] jakkapun9999: บัคเพราะยากัน
[3:09:40] pooh123zaz: ภาพมึนนานจังอะ
[3:09:40] eurekajr: ทำไมนานขนาดนี้
[3:09:40] martepoom: บัคแล้ว
[3:09:41] BABYFLUKEKY420: เมาแทน
[3:09:41] porchkub: นานเกิน
[3:09:42] i_kuyy: อ้วกล่ะผม555
[3:09:42] bxron_: มึนแทนคนเล่น5555
[3:09:42] neverdides: ปวดหัว5555
[3:09:43] pang_nn_: ปืนวินเทจ
[3:09:43] paradisez29: ต้องรอยาหมดปะ
[3:09:44] spai_rt: นานจัด555
[3:09:44] Toonz_Kn: รอยาหมดอะ 555555
[3:09:44] 0796521554: นานเกิน
[3:09:44] taeztea: ตาเเดงกร่ำ
[3:09:44] nutpenkai: มึนแบบนี้ทรมานจัด
[3:09:45] alongkorn_gun: บัคละ
[3:09:45] sunfy12e: ทำมัยจอมันแปลกๆ
[3:09:45] Veersento: เหมือนกินวิตามินซีเลย
[3:09:45] poramet5500: สวยยย
[3:09:47] tang_3357: เราโดน
[3:09:47] xxsakuroxx: ปกติมึนนานขนาดนี้ ?
[3:09:48] One_GodGG: ส้มนานจัด
[3:09:49] Iostindasauce: ลึ่มๆๆ
[3:09:50] mutu555: มึนนานจังละ555
[3:09:50] musangtoz: ปืนไรว่ะนั้นยิง
[3:09:51] jeon_than: นานจัดเล้ยยยย
[3:09:51] petenakub: ลายตา
[3:09:51] callmesadz: อ้วกละนะ
[3:09:52] golfsteepp: นานจัด
[3:09:53] champr35: บัค
[3:09:53] STARiiX_24: ปืนไรอถ
[3:09:54] boom2212: แดงก่ำ
[3:09:54] ohm_thanawat01: ท้องฟ้าวิปริตแปรปรวนทันใด
[3:09:55] thawatchai_13: เจรงนาน
[3:09:55] zantakuze: ยาจะหมดยังไม่หายมึนเลย55
[3:09:57] jaoname88: นานจัด
[3:09:59] phethahe: นานเกิ้น
[3:10:02] arshiwynternelboy: รอช่วยคุ้มๆ
[3:10:02] Fox115000: ผมเริ่มมุนละ
[3:10:02] trpsnt: น่าจะบัค
[3:10:03] peepoe14: ฟ้าเหลือง
[3:10:05] psjsmc: กินยาตอนยิงเป็นแบบนี้ทุกครั้งเลย
[3:10:06] niorokk: นานเกิน
[3:10:06] loma191: ฟ้าเหลืองจัดๆๆ
[3:10:07] ben_entertain: ปวดตาแท้
[3:10:09] monker227: กดq
[3:10:09] BiW______________: บัคปะนิ
[3:10:10] beam_050: มึนน
[3:10:10] yeen_06: รอยาหมดมั้ง
[3:10:11] dearknc: นานเกิน
[3:10:11] satang_op: ตาราย
[3:10:11] bluelet000: จะอ๊วกกก
[3:10:11] attemp_: กระสุนผสมเหล้าขาว555
[3:10:11] wrkchlkh: เวียนหัวว
[3:10:11] superadam26: ปวดหัวแทน
[3:10:12] to_2546: ผมจะอ้วกละ
[3:10:13] geegyboizzz: มองยากมากครับ
[3:10:14] thanawutdw: มึนหัว
[3:10:14] bigpao_017: บัคๆๆๆ
[3:10:16] somebadyluv: ปืน+10
[3:10:16] hathatipat: ลุงเล่นได้ไงตาไม่หลายอ้อ
[3:10:16] Gencomex: 555555 ทำไรไม่ได้
[3:10:18] jimbe_2002: โห้
[3:10:19] fluke_ooo: ต้องให้อุ้มมะแจ็คเคยเป็น
[3:10:21] ktdddd1: ปืน +10 5555
[3:10:21] gotkung007: รอยาหมด
[3:10:21] jeon_than: โอ้วจะอ้วกกก
[3:10:21] 2ezy_007: วาปดู
[3:10:21] bbankbz: บัค
[3:10:22] ekko__g: รอยาหมด
[3:10:23] mxjdkdbdsnsksn: สำออยจังเเชท
[3:10:23] pastelyesss: นานจัด
[3:10:24] STKSGLE: 5555555
[3:10:24] PhaiLinn_: รอยากันหมด
[3:10:25] sickplo1ocol: รอยาหมด
[3:10:25] au_zii: แล้วลุงมึนอะไรง่ะ
[3:10:26] kittyxlee: ไม่ได้เล่น
[3:10:26] march_ntw: รอยาหมด
[3:10:27] zatons: โดนพิษปะนี่
[3:10:27] spai_rt: ต้องรีตม.
[3:10:27] alongkorn_gun: ตาลายจัดเลย
[3:10:29] peterpanhub: รอยาหมด
[3:10:31] Tanglerrz: โห่ )
[3:10:32] xmack_1122: เปิดกระเป๋าทีนึงครับ
[3:10:35] arshiwynternelboy: ไม่หาย
[3:10:36] jaomiu: เวียนหัวจิง
[3:10:40] sabadux44: ลุงไหวไหมจะอ้วกเลย
[3:10:48] champr35: ต้องรอยาหมด
[3:10:48] panithi16888xd: หะ
[3:10:51] jeztski: @kimmuji3 หายนพ
[3:10:55] LeOn_MMIII: เอาซะมึนเลย 555
[3:10:55] fee_bt: มึนหัวเลย
[3:10:57] Paonaja_: อุ้มแล้ววว
[3:10:57] RINDA_X: สวยอยู่
[3:10:58] j_r_n_a: ยากันด้วยลุง
[3:11:00] corgiilove: แล้วเคสเราขึ้น555555555
[3:11:02] Tanglerrz: เกราะหาย
[3:11:07] 130350: ฝรรดีลุงแม็คเที่ยวให้สนุกน้าา
[3:11:08] baithom_: เข้าแผนละ รอสวนกลับ
[3:11:13] Gencomex: หมดดง
[3:11:14] ficknakud: ฟม่มีเสียงเด็กไม่ชินเลย
[3:11:16] gotx99: ออกไม่ทันเเน่
[3:11:18] panudach056: เอาไปขังในบ้านเพียบ
[3:11:27] phunnawit_b: นอกบ้าน
[3:11:27] panithi16888xd: แม่นจัด
[3:11:28] Raveenx9: เกือบ
[3:11:28] arshiwynternelboy: 555555555555
[3:11:30] thomas_somtoy: 555555
[3:11:31] Dawineiei: หิวจัดดด
[3:11:33] am_pxre: rebirthztvHa
[3:11:35] fasdytmll: ชนไปเลยหรอ
[3:11:37] TENLOWWELL: หิวรถแหนะ 5555
[3:11:41] pang_nn_: ทำผลงาน5555
[3:11:41] hatari_cj: มันแมนอยู่
[3:11:43] oakkyz_: 55555
[3:11:45] hlg420: เห้อ55
[3:11:46] lookpalmmmm: เจอลายบ้าน55555
[3:11:47] djdjdjbdji7666: หิว
[3:11:49] kunwakub: ลึ่มๆๆ
[3:11:51] dx_mac: จำรวจไม่ยึด 55
[3:11:52] knpkloma: พลาดจัด
[3:11:53] jame_jame_real: ซอมบี้555555555555
[3:11:54] svjboyd: ขอแทงหน่อย555
[3:11:55] pa9hapashu: 55555
[3:11:56] punwisitq: ทำงานโชวนายหน่อยๆๆๆๆ
[3:11:57] Iostindasauce: jackey9JackeyLOL
[3:11:59] PeeKruBz: เลยเขต
[3:11:59] pastelyesss: หือ
[3:12:00] pollawat_18: 5555
[3:12:01] junior_heaven: โห5555
[3:12:01] koi_momo: เเร้งลง
[3:12:01] nevada_03: ตร.ไม่ยึด ดีๆๆ
[3:12:02] BABYFLUKEKY420: ปืนเขาคมจริง
[3:12:02] Raveenx9: คนเดียวเสียวทั้งซอย
[3:12:04] mynameistang46: เลยนะๆ
[3:12:04] Tanglerrz: ภาพโคตรจะไม่ตรง
[3:12:04] jtjtjtjtjt21: จะลุกๆเสย
[3:12:04] arshiwynternelboy: 5555555555555
[3:12:04] jkrowling48: 555555
[3:12:04] tian_q: 555555
[3:12:04] RINDA_X: ล้มไม่พัก
[3:12:05] sickplo1ocol: ฝูงซอมบี้
[3:12:05] LoliTourlunglee: เขตบ้านไกลจัง
[3:12:06] multimew: 555555
[3:12:06] corgiilove: มีดเป็น100 55555555
[3:12:06] dearknc: 5555555
[3:12:08] babyjack001: ตร.ไม่เห็นเหรอ5555
[3:12:08] bxron_: นมผงเก่งเน้อออ
[3:12:12] geegyboizzz: 555555
[3:12:13] Willet999: Kappa
[3:12:13] prakit1511: หิวจัด555
[3:12:15] Biwty047: มันหิวลุงอ่ะ5555
[3:12:19] bbfrmdao: รวจช่วยโด้ย
[3:12:21] STKSGLE: 555555
[3:12:21] patcaridas: 5555555
[3:12:23] baithom_: ไม่ต้องอวยค้าบบบ
[3:12:23] kengzasojung555: 5555
[3:12:23] bblackwinn: Kappa
[3:12:24] tete__2006: 555555
[3:12:26] davachi19: 5555555
[3:12:27] kingcobdar: ไฟว์แข็งโป๊ก
[3:12:30] svjboyd: สวย555
[3:12:31] nopparitnopparit: 555
[3:12:32] tang_3357: ไม้ปลอมๆ5555
[3:12:34] pa9hapashu: 5555555555
[3:12:35] sanpingg: จุกข้างบ้านยังโดนยึดเล้ยยย
[3:12:38] TENLOWWELL: พอได้แล่ว แทงต่อหน้า 55555
[3:12:39] KanOmPang__: คนละที 2 ที 555
[3:12:41] bestant290162: ตัวลุงบัคป่าว
[3:12:43] Gencomex: ต่อหน้าต่อตา555
[3:12:44] babyparit: มันก็อปมาอะยึดขาอะ
[3:12:47] phunnawit_b: ไม้ถาวรแล้วนะลุง
[3:12:49] poramet5500: ดูเควสสส
[3:12:50] apicharttoon: สู้ยาก
[3:12:51] jeztski: @bestant290162 ไม่น้า
[3:12:52] Iostindasauce: ลึ่มๆ
[3:12:52] bxron_: @sanpingg ยึดครับ
[3:12:53] kxillez9: 34
[3:12:54] jowpondeiei: Kดูดิ55555
[3:12:54] UntoucHz: มันปล่อยลุงรอดไม่ได้ไง ลุงช่วยเพื่อนโหดอะ
[3:12:55] LoliTourlunglee: ไม่บัค
[3:12:55] sitdowk: ไม้ไม่คริเลยวันนี้ลุง
[3:12:56] nipon_12: สวว
[3:12:57] plaiplaiplai41: แชทร้องไรนิ
[3:12:59] sharkienook: 555555
[3:12:59] mongorn: เคสขึ้นลึ่มๆ
[3:13:00] Bosskatawut: เยอะจัดกี่คนนั่น
[3:13:00] olochay: สู้ๆ
[3:13:01] pastelyesss: เพื่อนโดนลึ่มๆ
[3:13:02] gusgus_172: บอลคริไป4-5คนอ่ะ
[3:13:02] bigpao_017: เรียบร้อยโดนยับๆๆๆ
[3:13:04] thisismygallery: ลึ่ม
[3:13:05] shellb1e: 55555555
[3:13:07] OtiTheRipPer: 5555
[3:13:09] K3nNicolai: นัวๆ
[3:13:10] to_2546: ลุงยึดต.รไวอะ
[3:13:13] ployrat_mameaw: ทำไมเคสเด้งละไม่มีเสียงเด็ก
[3:13:15] tpk_ps: ไม้บัคครับ คริเฉพาะคนในแกงค์
[3:13:16] crx4ykxyy_: โดนอุ้มตามแผน
[3:13:16] tortor15896: มีดีแค่รับคนเพิ่ม 66
[3:13:18] TENLOWWELL: นอกเขต
[3:13:18] fasdytmll: กลัว34
[3:13:19] Raveenx9: โกโก้กลัววววว
[3:13:20] arshiwynternelboy: มันเกินเขตแล้วนิ
[3:13:20] pollawat_18: ร้องอีกเเล้ววว
[3:13:20] mxjdkdbdsnsksn: @gusgus_172 บอกเพื่อ
[3:13:23] sea_four: พาสได้
[3:13:25] dekwenkitar: พาวก็ได้5555
