[1:00:01] OpieTelford: ซื้อแล้วไม่ใช่หราาาา
[1:00:03] keng418: เอาาาาลถงงง
[1:00:04] phethahe: สวยจริง
[1:00:04] THE271: กล่าวถึงลุง
[1:00:05] sixdriver22: ของมันคู่กันลุง5555
[1:00:05] nanoregency: ต้องป๋าโจ
[1:00:07] praewa__: เห็นแล้วนีกถึงพี่แว่น
[1:00:08] dasosa_itty: ซิง
[1:00:08] AloneZ_3012: สวยเกินนนน
[1:00:09] charlotte20005: ซิง
[1:00:09] WaTzTeeRaWaT: วีสเป็คเน้อ💙💙💙
[1:00:09] i_kuyy: gtt แปลง gtr ก็สวยล่ะ ขับชิวๆ
[1:00:09] svjboyd: จริงๆ
[1:00:10] nongoat9140: ลุงไม่สนเล่น อีโว มั้งหรอครับบบบบบบบบ
[1:00:11] preamo_o: ซิง
[1:00:11] 1sert23: ผมมีทะเบียน35นะครับลุง
[1:00:12] hamdamnahkap: ไอดล
[1:00:14] sirayuhbeat: 5555++
[1:00:14] dabkumfew: จริง
[1:00:15] wiraphat_2208: ซิง
[1:00:15] piriyapat_: อันบนฮาๆ
[3:13:26] Yacthz: แล้วเขาไม่ยึดหรอนอกปูนแล้ว
[3:13:27] bluelet000: หะ
[3:13:27] hibari1412: ห้ะ
[3:13:28] jakkajanunc: ได้
[3:13:28] chayangkul18: สภาพเขตบ้าน
[3:13:28] NoBitahub: นอกเขต ไม่เห็นยึด
[3:13:28] zatons: ตัดรถวะ
[3:13:29] kingdom007xx: เวลาเดินละนะ
[3:13:29] hitextball234: ห้ะ
[3:13:30] pakonthongpan: 5555 ตาลายย
[3:13:30] sakatatop: ปูนครับ
[3:13:30] meetang_: กลัว 34 จัด 66
[3:13:30] lucifer_max666: บ้าน???? ลฃฃ
[3:13:31] baithom_: เขตโคตรไกล
[3:13:32] fluke_ooo: บ้านไรอะ
[3:13:32] Goldenlemond: บ้าน?
[3:13:33] mongorn: ผมว่าต้องปรับให้แก๊งละ40-50คนพอตรับแบบนี้ไม่ไหว
[3:13:34] babyjack001: บ้านไรไม่มีปูน
[3:13:34] mynameistang46: เขตยาวจัง
[3:13:34] pitipatrouk: เพื่อ
[3:13:35] s0dix_: เขตตรงไหน55
[3:13:36] panithi16888xd: 555555
[3:13:37] 1millionbathrealnonfake: ตีดิๆๆๆๆ
[3:13:39] junior_heaven: ห้ะ
[3:13:41] KaTiiT: เย้หายแล้ว
[3:13:42] kingcobdar: ตร ถ้าไฟท์แพ้มีเอ๋อหมดอะ
[3:13:43] HaDes_eiei: ทำไมตอนจุกโดนอะ?
[3:13:45] isjrr: 555555
[3:13:47] nogodjustme: แชทร้องกันลุ่มๆ
[3:13:48] asura799: เป็นเราโดนและ
[3:13:48] koi_momo: เเชงร้องไรเนี่ยยยย
[3:13:54] plaiplaiplai41: แชทร้องไร
[3:13:55] pa9hapashu: 555555
[3:13:57] sixxsen_z: 555555555
[3:13:58] hadez_01: 55555555
[3:13:58] dew_ezy: 5555555
[3:13:58] natthachai999: ถ้าขนาดนี้เขตบ้าน เราคงทั้งสนามกอล์ฟ55555
[3:13:58] hibari1412: 555555
[3:13:58] kawoathhhhhhhhh: 555555555นัวจัด
[3:13:59] Shibabizzy: ห้ะเขตบ้านถามจริฃ
[3:14:00] BIWyaniz: ถ้านี่เขตเขาหนามกอล์ฟของเราหมดอะ5555
[3:14:01] e_i_r_k_x_d: 5555
[3:14:01] LeOn_MMIII: ผบ.สั่งการ
[3:14:01] suphachaijanta: 55555
[3:14:01] nopphadon_o_: ถ้าเราโดนและแบบนี้
[3:14:02] Toonz_Kn: 555555
[3:14:02] MaithaiJaitawan: LUL
[3:14:02] Willet999: เเชทจะร้องอะไรอ่ะ ตามเกมไป
[3:14:02] axqyz: เจอผบ.55555555555555
[3:14:03] tannaja007: เป็นเราโดนยึดไปแล้ว
[3:14:03] zantakuze: แชทดูเงียบๆ
[3:14:03] mutu555: ถ้าเป็นjakข้างบ้านก็โดน5555
[3:14:04] awk1th: 555555555555
[3:14:05] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[3:14:05] thearmzero16: !uptime
[3:14:06] Nightbot: Stream uptime 3 hours, 14 minutes, 14 seconds
[3:14:06] bxron_: สวย
[3:14:07] santo_gm: บ้านหรืออะไรไกลมาก
[3:14:07] phutthiphatchaiso: ผบ.เเม็ค555
[3:14:08] dech_555: เเชทร้องส่ะเเล้ว
[3:14:08] STKSGLE: 5555555
[3:14:08] benz232545: ผ.บ แม็คสั่งแล้ว ต.ร
[3:14:08] golf_199x: เจอน้ำมันคนแก่เข้าไป 55555
[3:14:09] onisoul053: ท่าน ผบ 5555
[3:14:09] jetsadakon_frame1352: สนุกๆค้าบแชทเอ้ย
[3:14:09] martinmarjai: 555555555
[3:14:11] new_sparrow: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[3:14:12] OtiTheRipPer: ภาคเรือยาวชัดๆ555555
[3:14:12] pastelyesss: สวย5555555
[3:14:14] jowpondeiei: ผบ.แม๊คมาเอง5555
[3:14:16] sirayuhbeat: ถ้าเป้น เฉยยึดเชื่อมั้ย 55
[3:14:17] PeeKruBz: 55555555555555
[3:14:17] arshiwynternelboy: 555555555
[3:14:17] shellb1e: 55555555
[3:14:18] baithom_: 555555555555
[3:14:18] ohm_vag4my: rebirthztvHa rebirthztvHa
[3:14:19] poramet5500: 555555555
[3:14:19] up_pleum: 55555555
[3:14:20] geegyboizzz: ผมว่าลุงน่าเป็นตร.นะเนี่ย55
[3:14:20] Jackzgoboy: 555555
[3:14:21] bigbear_r: 55555555
[3:14:22] Aongsenaja: 5555
[3:14:22] ga_nathaniel: 55555555
[3:14:22] pakonthongpan: ตาลาย แทน55555
[3:14:23] LoliTourlunglee: 55555
[3:14:23] mxjdkdbdsnsksn: 5555555555
[3:14:23] PUNMANAT1234: ถ้าเป็นเรายึดละ
[3:14:24] Haris_Cm: WutFace
[3:14:24] manchuuu_: 5555555555555
[3:14:24] dearknc: 5555555
[3:14:25] mmini_: 5555
[3:14:25] Exnaii_: 555555
[3:14:26] jkrowling48: 5555555
[3:14:26] barbiejelly: 55555555
[3:14:26] i_am_wedday: 55555
[3:14:27] olochay: 55
[3:14:28] jaoname88: 555555
[3:14:28] yuri2551: ..
[3:14:28] hadez_01: 555555อย่างปั่น
[3:14:29] mongorn: คนเยอะเกินใครจุะเล่นกับมันไหว
[3:14:29] pa9hapashu: 5555555555
[3:14:29] scofewth_: 555555
[3:14:30] oscarsx96: 555555555
[3:14:30] sharkienook: เราได้เคสไปบ้างไหม
[3:14:30] downton010: รถลุงข้างบ้าน
[3:14:31] BABYFLUKEKY420: ปวดหัวกับแชทเวล1อะ
[3:14:32] pang_grob: เสียงเป็นไร
[3:14:32] mayaneiei: 55555555555555
[3:14:33] yutthasak_24: รถลุงหายไปไหนอ่ะ
[3:14:34] malody3939: 5555
[3:14:34] sitdowk: พ.บ.แม็ค
[3:14:37] kibzee_2002: ลุงดีด
[3:14:37] pimsty_: ลิ้นเป็นไร55555555
[3:14:39] pond20066: ไปเอารถไหมลุง
[3:14:41] patcaridas: กี่ศพเนี่ย55555
[3:14:43] hzkz45: 555555
[3:14:46] plysaparos: พบใแม็ค
[3:14:48] alongkorn_gun: 555555
[3:14:49] phutinan_: ทำ/มได้ยินนิทานอีสปวะ5555
[3:14:50] trpsnt: ลุงห่อลิ้น
[3:14:50] unizfirstt: ในบ้านอีกสอบ ห้ะ StinkyGlitch
[3:14:53] showsleeppp: ทำลายทรัพยากร
[3:14:56] armngo420: ⁵⁵⁵ปั่นจัด
[3:14:57] devillzsmile: ลิ้นเปลี้ยยย
[3:14:58] panithi16888xd: โอ๊ะ55
[3:14:59] hathatipat: ลิ้นพัน555
[3:14:59] nuizuza88: สวยมันเริ่มออกบ้านละ
[3:14:59] atiwit_moon: โหใช้ลูกซองยิงรถ555
[3:14:59] seenoomth: แตก
[3:15:00] lucifer_max666: ใครลงข้าววว
[3:15:02] moomazie: โห
[3:15:03] pa9hapashu: 5555555555
[3:15:04] jame_tnk: รถหาย555
[3:15:04] cyraxax: ละของกินในมวีด
[3:15:08] hatari_cj: ซอมบี้บ้าคลั้ง
[3:15:08] ryuu_gi: 55555 งงไปหมดเเล้ววว
[3:15:08] Exnaii_: 5555
[3:15:09] lava_itachi: rebirthztvHa
[3:15:09] suphachaijanta: 5555
[3:15:09] hibari1412: 555555555555
[3:15:09] Raveenx9: 555555555
[3:15:10] ktdddd1: 555555555
[3:15:10] PeeKruBz: 55555555555555
[3:15:10] dew_ezy: 555555
[3:15:10] K3nNicolai: 555555555
[3:15:11] hadez_01: ปั่นจัด
[3:15:11] sharkienook: สายยุ 555
[3:15:12] benz232545: ผ.บ แม็ค55555
[3:15:14] tpk_ps: ผบ มาเอง
[3:15:15] arshiwynternelboy: ทรัพยากรหายเยอะจัด
[3:15:15] ga_nathaniel: 5555555
[3:15:17] sunji_6: มันเป้นเเผน555
[3:15:18] fxckin9: 555555555
[3:15:19] OtiTheRipPer: ปั่นจัด5555
[3:15:20] KaTiiT: อะไรนะ
[3:15:21] tirapat008: กวนจัด5555
[3:15:21] babyjack001: ถึงเป
[3:15:23] cc_eisize: 55555555 น้ำมันจริงๆ
[3:15:25] thanawin_za: กูว่าเอ๋อหมด
[3:15:27] Veersento: ห้ะ
[3:15:28] jameborn009: บ้านเค้ามีที่คราฟของด้วยหรอครับ
[3:15:28] kingcobdar: โกโก้กลัว
[3:15:28] golf_199x: เออแจ็คอยู่ไหนว้ะ 55555
[3:15:30] pastelyesss: 5555554
[3:15:30] 06_18_07: วุ่นวายคั้กสู5555
[3:15:31] MIckEY_SmiTH1: 34หายไปไหนครับ
[3:15:32] nungjajah: 555555555555555
[3:15:33] natthachai999: 5555555555 ศพในบ้านตรึมแน่เลย
[3:15:35] pa9hapashu: 5555555555555
[3:15:38] Poom_nopparut: 55555
[3:15:38] poramet5500: 55555555
[3:15:38] sirayuhbeat: 555
[3:15:39] geegyboizzz: 5555
[3:15:41] dk_hi: 555555
[3:15:41] ryuu_gi: 555555555555555
[3:15:42] jamesbond_xvii: เขาใช้ระเบิดกันเยอะจัง เราไม่ค่อยเห็นใช้เลย5555
[3:15:42] i_am_wedday: 555555
[3:15:42] byeoul_dal: 5555555555
[3:15:44] tan_nakub: 55555555
[3:15:44] sosinaja: rapgod
[3:15:44] am_pxre: rebirthztvHa rebirthztvHa
[3:15:45] twotone3: 555555555555555555555
[3:15:45] tar_9393: 55555
[3:15:46] mxjdkdbdsnsksn: 555555555
[3:15:47] PapaPinn: ลุงกลายเป็นนักพากษ์ 55555
[3:15:47] Raveenx9: 555555555
[3:15:47] K3nNicolai: หะ 5555555
[3:15:48] xsathaporn: 55555555555555555
[3:15:48] ga_nathaniel: 55555555
[3:15:48] dearknc: 5555555
[3:15:49] zoe4qx: 5555555555
[3:15:49] ナッ: rebirthztvHa
[3:15:49] porawat_14: รถ
[3:15:49] up_pleum: 5555555
[3:15:49] bigbear_r: 555555555
[3:15:49] jkrowling48: 555555
[3:15:49] Willet999: rebirthztvHa rebirthztvHa
[3:15:50] LeOn_MMIII: 5555555
[3:15:50] kanok_061: 55555
[3:15:50] Kong_surachet: 55555
[3:15:50] Caramel_111_Focus: 555555
[3:15:50] MewExplosivE: 55555
[3:15:51] berbboobae_: 555555555555555555
[3:15:51] delta_drimitri: 55555555
[3:15:51] xgame_xyz: 55555555
[3:15:51] kingdom007xx: ไปช่วยเพื่อนดีกว่าลุง
[3:15:51] TwinshockEz: 55555555555555
[3:15:51] PeeKruBz: 55555555555555
[3:15:51] say______ii: 5555555555555555
[3:15:51] hibari1412: 55555555555555555
[3:15:51] mynameistang46: 5555555
[3:15:51] bomza0235: 55555555555555555
[3:15:51] arshiwynternelboy: เจอเหลียม5555555
[3:15:52] Gencomex: 555555555
[3:15:52] huhuhuuuuuuuu: ปั่นนนนน
[3:15:52] march_ntw: 55555555
[3:15:52] pang_nn_: นัว
[3:15:52] fxckin9: 555555555555
[3:15:52] Exnaii_: 55555
[3:15:52] nueng999111: 555
[3:15:52] ammy4599: 5555555555
[3:15:52] napassara1109: 555555555
[3:15:52] sodchuen1: 5555555555555555
[3:15:52] nattaphonpk: อินไปหน่อย
[3:15:53] alongkorn_gun: 55555555
[3:15:53] TENLOWWELL: 55555
[3:15:53] cox2nutz: 55555555
[3:15:53] xxvip123: 65555
[3:15:54] jowpondeiei: 55555
[3:15:54] Rocky_Still: 55555555
[3:15:54] ten_ten1010: &5555555555
[3:15:54] LoliTourlunglee: ฟ้าผ่าๅ
[3:15:55] sitdowk: ลุงสนุกอยู่คนเดี่ยว5555
[3:15:56] Dullyindy: 55555555555555555555
[3:15:56] beam_na24: 5555
[3:15:56] contact_8888: 55555
[3:15:56] NirAnkoeDkhiaO: ปั่นจัด
[3:15:56] sharkienook: 55555
[3:15:56] teerasak28: 5555
[3:15:56] s4me____: 5555555..
[3:15:56] pslsmzoznzizbzoalanziznz: ถ้าjakสลายโต๋อยากให้ลุงไปเป็น ตร.5555
[3:15:57] callmesadz: มั่วบ้านงาน55555
[3:15:57] ktdddd1: เลือด ตร มันแรง 555
[3:15:57] Slyyyyyy_: 555555555555555
[3:15:57] kapoa444: ลุงกูเมา
[3:15:57] nongyothepza: 55555555555555
[3:15:58] prsaw86: 55555555555555
[3:15:58] mmini_: 55555
[3:15:59] martinmarjai: โทษทีอินไปหน่อย555555
[3:16:01] pimsty_: 5555555555
[3:16:01] asura799: ทีใครทีมันเนาะ
[3:16:01] svjboyd: ปั่นจนิง5555
[3:16:01] gomasdwd: เคสนอกชิวเลย งี้
[3:16:02] jaoname88: 555555 โอ้ยขำ
[3:16:05] davachi19: 555555555
[3:16:05] STKSGLE: 5555555555
[3:16:05] ArFewre: 555555
[3:16:06] pa9hapashu: 5555555555555555 เขาเสียของเยอะ ชิลๆ 555555
[3:16:07] cyraxax: รถอยู่นั่นไง 5555
[3:16:07] olochay: ปั้นๆ
[3:16:07] artee_2004: 55555
[3:16:07] Teddyl3ear_: สนุกเขาแหล่ะ
[3:16:08] bemybaconnn: ลุงพากย์เป็นแข่งเรือยาวเลย5555555
[3:16:08] Chanin_Th: 555555
[3:16:08] OtiTheRipPer: สนุกอยุ่คนเดียวเลย55555
[3:16:08] patcaridas: ลุงกูเมา555555
[3:16:08] goeza_007: 5555555
[3:16:09] racid_h2o: 555555
[3:16:09] nottle_nerx: 5555555555555555555555555
[3:16:10] konsuang: เราตีช่วยเคสได้นี้
[3:16:11] zatons: จะรั่วลุงพูดไรเนี้ย
[3:16:11] chefxrn: 5555555
[3:16:11] peem6661: 555555555555
[3:16:11] jat1316: ไปช่วยเพื่อนดีกว่า
[3:16:11] ITuuu555: นักพากย์เรือยาวไหมเนี้ยลุง
[3:16:13] mew070: 555555555
[3:16:15] SirNhung: พากษ์เพลิน 555555555555
[3:16:15] zantakuze: ละไม ตร ไม่ยึดลุงงง งงงงง
[3:16:15] twotone3: อย่างเกรียนน555555
[3:16:16] poramet5500: วันนี้ฮาจัด5555555
[3:16:16] ninetyninenaja: คิดไรเพลินไปหน่อย
[3:16:16] piaksmith420: ชอบบ55555
[3:16:17] Paonaja_: เคสนอกเพื่อนตามค้าบ
[3:16:18] khawkhawmaru: ที่บ้านไม่มีโต๊ะ คราฟabc ยื้อไม่ไหวหรอก
[3:16:20] hobbinkop: ุุุ
[3:16:20] newpoolp: 55555555
[3:16:21] i_am_wedday: มันดมๆ555555
[3:16:22] geegyboizzz: 55555
[3:16:22] willwhyme: พากย์เรือบ่นิ
[3:16:22] zerobeta69: สนุกไม่เพื่อคนอื่น
[3:16:22] dew_ezy: 555555555
[3:16:22] gap_kiattisak: เเม็คพันลำจิงๆ555
[3:16:23] no_name_ku_: ลุงรั่วจัดด
[3:16:23] maxki_1: อย่างปั่น
[3:16:24] kaozaza089: 55555
[3:16:24] kodeykung: @zantakuze กำลังครับ
[3:16:24] seenoomth: เต็มปอด
[3:16:26] Jallcj: ลิ้นเป็นไรอ้ะ5555
[3:16:26] napassara1109: นักพากย์ 55555555
[3:16:27] ammy4599: 5555555555
[3:16:27] Raveenx9: โค้ชเเม็ก
[3:16:27] PhaiLinn_: 555555
[3:16:27] audy_30: ปั่นจัด
[3:16:28] tonliw_supalerk: ผบ แม้ค5555
[3:16:28] boysixnine69: มันดมๆ5555
[3:16:28] matt_187439: ผบ.เเม็ค
[3:16:28] LoliTourlunglee: @khawkhawmaru มีครับ
[3:16:29] aummlc: 5555555555
[3:16:30] riw_1549: ผบ.เเม้ค
[3:16:32] NirAnkoeDkhiaO: เหนื่อยเเทน
[3:16:32] unsenlkrealx: 5555
[3:16:32] chatuphong_2007: ผล.แม็คสั่งการณ์
[3:16:33] Btackhote: 55555555555555
[3:16:33] thiakn: ผบ.ตร.แม็ค
[3:16:33] rstug_57: 55555
[3:16:34] note_040446: ลุงเป็นไรอ่ะดีดไรเนี่ย
[3:16:34] sunji_6: ทรัพหมดเเน่555
[3:16:34] svjboyd: นักพากย์สนามป่ะนิ
[3:16:34] benz232545: 55555ั
[3:16:35] kawoathhhhhhhhh: 55555555
[3:16:35] dearknc: ผบ.แม็ก5555555
[3:16:35] teng_siwakorn: 5555555
[3:16:37] ZARTT00: 34ลุง
[3:16:37] pandaza99: สู้แต่ละที่66นี้เสียเยอะจัด
[3:16:37] axqyz: ผบ.เอาจัด55555
[3:16:38] MabOnnie: ผบ.ตร.
[3:16:38] tarvtg: @jat1316 ต้องเอาหมดบ้านก่อนนน
[3:16:38] anurak9999: @jat1316 มีคนช่วยอยุ่
[3:16:38] FAMEUNNY: สูดเต็มปอด
[3:16:38] apipatkaewtong: เอาให้หมดบ้าน โคตรมัน
[3:16:39] armngo420: ⁵⁵⁵ปั่นจัด⁵⁵⁵
[3:16:39] GunnerMG: LUL LUL LUL
[3:16:39] hutfairwell: นึกว่าพากย์เรือ5555
[3:16:40] buttle4r_: 555555 ลุงสั่งไม่พักเลย
[3:16:40] alongkorn_gun: ผบเเม็ค
[3:16:40] cyraxax: ลูกซองสไนเปอร์
[3:16:40] KuluciFerrr: มันดมๆ
[3:16:41] pastelyesss: 5555555
[3:16:41] s4me____: วันนี้ลุงนอนเต็มอิ่ม 5555..
[3:16:41] greeniconic: LUL LUL LUL
[3:16:41] so_nut19: 555นึกว่าดูแข่ง
[3:16:42] jaoname88: ลุงอ่ะ พูดโครตมัน555555
[3:16:42] arshiwynternelboy: ซอมบี้ชัด555555
[3:16:43] hgg2512: สนุกอยู่คนเดียว
[3:16:43] Squirre1_P: ผบ มาเองงานนี้ 55555
